,Des'n,H_x,G,Epoch,M,Peri.,Node,Incl.,e,n,a,propa,da,prope,de,propsini,dsini,g,s,H_y,NumOpps
389,00395,10.58,0.15,K239D,44.60142,11.32311,259.2509,3.35439,0.0840914,0.21217291,2.784044,2.785163,1.9e-06,0.096403,7.3e-05,0.07663,9.3e-05,62.451665,-62.118502,10.58,51
390,00396,10.09,0.15,K239D,287.0406,21.32542,249.87097,2.54905,0.1595276,0.21707264,2.7419907,2.741841,4.2e-06,0.167892,2.4e-05,0.060927,1.2e-05,60.757996,-65.758858,10.09,54
391,00397,9.42,0.15,K239D,81.73562,139.92572,227.88215,12.87044,0.2480641,0.23061839,2.6335411,2.635456,9.1e-07,0.206712,1.8e-05,0.234416,5.4e-06,41.988893,-56.145965,9.42,52
392,00398,10.78,0.15,K239D,157.68894,160.57782,279.79007,9.55438,0.2241031,0.21754586,2.738013,2.738276,1.3e-07,0.173459,0.008,0.176085,0.0002,52.566747,-57.775805,10.78,47
393,00399,8.96,0.15,K239D,17.48188,192.57089,346.19779,13.11344,0.07659,0.18486345,3.0518886,3.052558,1.5e-06,0.11459,3.4e-06,0.23244,3.6e-06,68.55245,-73.760366,8.96,55
394,00400,10.8,0.15,K239D,39.00631,237.08842,327.0164,10.5244,0.1155943,0.1781482,3.1281082,3.131737,8.7e-06,0.13628,2.5e-05,0.199365,2.4e-06,98.992096,-86.299119,10.8,42
395,00401,9.5,0.15,K239D,224.43018,301.65189,36.04172,5.96277,0.0311994,0.16093761,3.3473234,3.340274,2.9e-06,0.049333,2.7e-06,0.09581,1e-06,398.860158,-139.163754,9.5,58
396,00402,9.12,0.15,K239D,169.97196,17.09284,129.33153,11.83356,0.1123544,0.24091873,2.5579321,2.557565,1.3e-06,0.157219,6.6e-06,0.19008,2.8e-05,45.378107,-49.77869,9.12,65
397,00403,9.1,0.15,K239D,175.75021,254.18842,244.34419,9.15961,0.0982236,0.20941209,2.8084599,2.80974,2.5e-05,0.125317,8.9e-06,0.178225,1.6e-06,56.920064,-62.110384,9.1,69
398,00404,9.16,0.15,K239D,294.82524,120.64369,92.47423,14.09813,0.2012438,0.23622634,2.5916947,2.592153,1.4e-06,0.229315,4e-05,0.231273,4e-05,41.778337,-56.185626,9.16,47
399,00405,8.88,0.15,K239D,24.25118,308.62675,255.19386,11.93749,0.2434073,0.23711588,2.5852088,2.582076,0.00011,0.279249,0.00024,0.231782,3.2e-05,42.480927,-61.57385,8.88,55
400,00406,10.45,0.15,K239D,243.49524,37.81893,315.4558,4.19093,0.1781412,0.19768027,2.9185054,2.915954,5.3e-07,0.14431,2.1e-05,0.090202,1.6e-05,74.380217,-76.302725,10.45,56
401,00407,9.22,0.15,K239D,38.26474,81.46844,294.46789,7.51814,0.07096,0.23167047,2.6255619,2.624699,2e-07,0.039231,0.00015,0.14782,3.8e-05,48.798263,-48.956417,9.22,59
402,00408,9.41,0.15,K239D,243.76643,108.70953,297.09345,9.08753,0.1461845,0.1751336,3.1639023,3.164843,3.9e-06,0.118715,3.1e-06,0.180294,9.3e-07,126.390805,-87.985379,9.41,64
403,00409,7.71,0.15,K239D,159.04605,354.90733,242.0572,11.27716,0.0719144,0.23808961,2.5781554,2.576231,2.1e-06,0.098686,5.3e-06,0.208525,3.4e-06,42.76855,-46.675406,7.71,79
404,00410,8.48,0.15,K239D,336.02289,172.77825,96.91828,10.96271,0.2409706,0.21910553,2.7250041,2.726358,8.8e-06,0.256886,0.0002,0.159639,8.5e-05,54.366415,-73.353975,8.48,65
405,00411,9.61,0.15,K239D,320.1822,181.37238,107.36126,15.34925,0.1147035,0.19599474,2.9352141,2.93497,6.8e-05,0.121916,0.00013,0.240827,9.8e-06,55.034328,-65.947436,9.61,47
406,00412,9.19,0.15,K239D,196.74347,94.10178,106.30492,13.76144,0.0407196,0.21421486,2.7663236,2.762911,2.7e-07,0.073231,2.4e-05,0.22141,8.7e-07,47.708176,-54.159828,9.19,52
407,00413,10.09,0.15,K239D,339.75009,252.9782,103.68166,18.72705,0.341767,0.23724661,2.584259,2.583061,2.9e-05,0.228092,0.00029,0.324393,8.5e-05,31.247805,-48.308121,10.09,40
408,00414,9.69,0.15,K239D,211.19942,318.43951,110.54142,9.55866,0.0739824,0.15022938,3.5045543,3.503769,9.3e-06,0.071539,1.6e-05,0.1435,1.2e-05,149.318264,-142.643085,9.69,51
409,00415,9.47,0.15,K239D,181.59422,299.12601,126.31422,8.21835,0.3004738,0.21125128,2.7921355,2.790024,8.8e-05,0.278484,1e-05,0.132861,1.1e-05,65.114876,-86.098396,9.47,52
410,00416,7.82,0.15,K239D,96.83553,198.63007,58.03827,12.86281,0.2175691,0.2110074,2.7942865,2.78854,1.4e-05,0.249769,7.2e-05,0.198425,6.4e-06,55.269069,-75.235642,7.82,56
411,00417,9.72,0.15,K239D,92.11849,348.37439,199.48636,6.64785,0.1353661,0.21049652,2.7988058,2.798867,5e-05,0.178007,6e-06,0.119399,4.1e-05,62.616798,-69.721317,9.72,60
412,00418,9.8,0.15,K239D,127.28055,125.98086,248.7233,6.81548,0.1188433,0.23608114,2.5927572,2.592964,2.3e-07,0.087796,0.00019,0.13648,8e-05,48.642692,-49.15316,9.8,46
413,00419,8.61,0.15,K239D,190.12575,44.40053,229.03346,3.93158,0.2521176,0.23581841,2.5946826,2.594267,3.2e-05,0.26307,0.0046,0.081585,0.00011,53.266312,-63.195179,8.61,70
414,00420,8.37,0.15,K239D,272.94807,229.21305,242.42471,6.69567,0.0263615,0.15536637,3.4268732,3.417946,3.4e-06,0.045215,6.3e-06,0.13486,5.3e-07,166.996611,-129.677973,8.37,67
415,00421,11.6,0.15,K239D,113.18241,209.01197,187.35219,7.78853,0.2829066,0.24324965,2.5415651,2.539275,0.00011,0.241711,0.00024,0.130691,7e-05,56.006162,-59.512638,11.6,41
416,00422,10.7,0.15,K239D,79.84801,335.35633,9.02761,4.99477,0.2146841,0.29638717,2.2279039,2.228872,0.00021,0.162981,0.00063,0.07573,0.0021,33.379593,-37.23646,10.7,52
417,00423,7.42,0.15,K239D,354.74888,199.57586,69.3503,11.24253,0.0345584,0.18340513,3.068045,3.068298,9.4e-05,0.05213,0.00043,0.175905,0.00033,82.109461,-74.261123,7.42,75
418,00424,9.75,0.15,K239D,182.61994,333.88029,99.12854,8.22209,0.1093512,0.21334888,2.7738042,2.773922,1.6e-06,0.101747,4.9e-05,0.122586,5.9e-05,58.70299,-60.47277,9.75,49
419,00425,9.81,0.15,K239D,224.28208,124.97478,60.92557,4.05141,0.0569106,0.20046949,2.8913712,2.886658,2.2e-07,0.09672,5.8e-06,0.054837,1.5e-05,72.810718,-69.806977,9.81,51
420,00426,8.6,0.15,K239D,50.49679,221.58361,311.31587,19.4959,0.1059917,0.20074785,2.8886978,2.88803,0.00011,0.175851,0.00072,0.348785,0.00018,32.836855,-59.379772,8.6,57
421,00427,10.22,0.15,K239D,231.53155,11.24981,297.36356,5.12559,0.1190588,0.1923157,2.9725298,2.973359,1.9e-06,0.104892,1.9e-05,0.106255,1.6e-05,78.751801,-75.727786,10.22,56
422,00428,12.04,0.15,K239D,338.02126,15.89505,17.53746,6.19151,0.1785683,0.28110111,2.3079568,2.307918,6.2e-07,0.154591,0.00013,0.100172,0.00019,35.548766,-39.715289,12.04,41
423,00429,10.04,0.15,K239D,336.59733,169.1549,219.91987,9.54487,0.1241723,0.23413913,2.6070741,2.607204,1.2e-05,0.099171,9.8e-05,0.174563,4.5e-05,46.28569,-49.293212,10.04,50
424,00430,11.13,0.15,K239D,86.26216,179.38507,249.19617,14.5443,0.2504242,0.20482362,2.8502483,2.843807,0.00015,0.25731,4.7e-05,0.249139,7.5e-06,60.781548,-79.003062,11.13,33
425,00431,9.12,0.15,K239D,329.81733,217.43465,117.18232,1.82796,0.170531,0.17733028,3.1377196,3.129441,0.00017,0.156119,6e-05,0.013157,0.00018,129.39133,-103.768042,9.12,67
426,00432,9.14,0.15,K239D,347.38115,173.78863,88.72779,12.1178,0.1458057,0.27026146,2.3692632,2.369279,6.4e-07,0.144481,4e-05,0.19126,3e-05,33.609434,-40.273208,9.14,55
427,00434,11.26,0.15,K239D,85.95898,124.21923,175.29499,22.50869,0.0736499,0.36344568,1.9446571,1.944262,2.8e-08,0.076357,0.00052,0.356058,0.00018,15.160877,-22.670789,11.26,46
428,00435,10.51,0.15,K239D,214.1503,333.40572,23.14191,1.81618,0.1547939,0.25695849,2.4503459,2.449457,2.6e-07,0.121321,7.1e-05,0.029044,0.00024,42.116964,-44.964099,10.51,62
429,00436,10.06,0.15,K239D,269.28552,41.42742,351.29836,18.50813,0.0700074,0.17227599,3.1987936,3.198548,4.3e-07,0.059343,8.7e-07,0.322706,3.6e-07,118.434191,-65.847437,10.06,43
430,00437,10.52,0.15,K239D,330.60663,62.04521,263.17613,7.34389,0.2483347,0.26742168,2.3860066,2.385571,4.8e-05,0.205687,0.00035,0.149884,0.00058,36.707432,-45.221186,10.52,43
431,00438,10.24,0.15,K239D,352.44448,210.23024,49.08685,7.3676,0.0677692,0.24143438,2.5542887,2.554033,7.6e-07,0.076271,0.00047,0.113732,0.00025,49.670566,-47.332169,10.24,55
432,00439,9.87,0.15,K239D,134.35109,244.65705,201.43723,19.13071,0.0668204,0.17767013,3.1337169,3.13078,3.2e-06,0.061655,6.9e-06,0.334646,3.6e-06,57.248775,-63.15639,9.87,48
433,00440,11.62,0.15,K239D,284.64728,179.00908,291.98953,1.59642,0.1076654,0.29980563,2.2109361,2.210425,1.9e-05,0.156047,0.00036,0.046431,0.00069,33.247709,-36.563157,11.62,44
434,00441,8.69,0.15,K239D,171.96014,202.82596,253.4997,8.15962,0.0817057,0.20970554,2.8058392,2.806174,3e-05,0.089895,5.6e-05,0.159054,2.9e-05,57.477589,-60.317059,8.69,62
435,00442,10.0,0.15,K239D,178.913,85.53677,134.83445,6.06605,0.06992,0.27412111,2.346971,2.345318,4.3e-08,0.100731,0.00023,0.099323,2.8e-05,36.724156,-39.171044,10.0,58
436,00443,10.15,0.15,K239D,265.66947,349.81618,175.39627,4.23513,0.0396198,0.2988211,2.2157897,2.215639,5.7e-05,0.097619,0.00087,0.080172,0.00064,32.801257,-34.620728,10.15,57
437,00444,8.12,0.15,K239D,208.01637,154.7246,195.60451,10.27404,0.1739413,0.21359053,2.7717117,2.770678,6e-06,0.148336,0.0032,0.180694,8e-05,53.310717,-60.405588,8.12,71
438,00445,9.34,0.15,K239D,277.74727,81.84904,291.97065,21.31171,0.1978752,0.17250999,3.1959003,3.188429,6e-05,0.15934,0.00028,0.392105,8.2e-05,77.164173,-68.422069,9.34,50
439,00446,8.9,0.15,K239D,274.42326,279.1817,42.01947,10.6162,0.1251209,0.21168032,2.7883614,2.78729,9.5e-05,0.096618,0.00014,0.176015,2e-05,54.422178,-58.889184,8.9,54
440,00447,9.11,0.15,K239D,358.55583,319.25905,71.75684,4.79563,0.0463446,0.19065261,2.9897914,2.986217,0.0001,0.015785,0.00051,0.06571,3.3e-06,82.540163,-72.732084,9.11,68
441,00448,10.25,0.15,K239D,131.02767,293.32993,37.18171,12.73226,0.1875633,0.17782943,3.1318453,3.141555,0.00031,0.151,0.00025,0.215346,5.5e-05,100.827569,-88.188844,10.25,47
442,00449,9.97,0.15,K239D,39.28067,48.74135,85.7681,3.07912,0.1731413,0.24191393,2.5509119,2.553467,1.5e-05,0.203539,5.2e-05,0.036995,0.0002,54.937045,-57.176646,9.97,55
443,00450,10.46,0.15,K239D,251.13138,359.39611,14.35032,10.13255,0.0978316,0.18803897,3.0174319,3.016,6.3e-05,0.073276,0.00078,0.174365,0.00032,74.211513,-72.267703,10.46,43
444,00451,6.84,0.15,K239D,37.97684,336.61741,89.00175,15.20706,0.070066,0.1839611,3.0618604,3.062293,4e-07,0.070503,2.6e-05,0.241605,7.7e-06,67.353057,-69.681947,6.84,84
445,00452,11.9,0.15,K239D,193.82718,58.9252,92.46017,3.22471,0.013788,0.20526953,2.846119,2.846948,2.8e-07,0.049112,2.6e-06,0.036338,1.6e-06,69.567654,-64.416124,11.9,35
446,00453,10.66,0.15,K239D,33.28506,220.26588,11.67035,5.55142,0.1092286,0.30556531,2.1830651,2.18163,8.7e-05,0.141575,0.00048,0.086411,0.0016,31.669244,-34.788263,10.66,42
447,00454,9.44,0.15,K239D,339.82493,177.21317,32.16937,6.29278,0.1115416,0.23140673,2.6275565,2.627208,3.4e-06,0.127727,0.013,0.099754,0.0015,52.557885,-64.434607,9.44,60
448,00455,8.98,0.15,K239D,91.97364,273.41186,76.0717,12.01825,0.2950687,0.22787913,2.6546036,2.656878,6.1e-06,0.242689,3.3e-05,0.204931,1.9e-05,46.105316,-63.165248,8.98,60
449,00456,9.16,0.15,K239D,190.90117,7.59581,228.9999,14.49204,0.1820277,0.21190804,2.7863634,2.786606,2.8e-07,0.218825,2.4e-05,0.250364,3e-06,46.577769,-66.189951,9.16,52
450,00457,11.14,0.15,K239D,211.72189,130.98617,249.39803,12.97342,0.1712647,0.18084951,3.0968809,3.09056,6.4e-06,0.144857,2.9e-05,0.243141,1.1e-06,73.816877,-79.319059,11.14,31
451,00458,9.81,0.15,K239D,236.65189,277.22478,134.11093,12.65518,0.2430884,0.19042864,2.9921351,2.992952,1.6e-05,0.204588,1.2e-05,0.215094,8.5e-06,67.084996,-84.464921,9.81,45
452,00459,10.43,0.15,K239D,334.27928,19.39305,29.46856,10.30191,0.2117241,0.23238893,2.6201476,2.620749,1.9e-06,0.193659,0.00019,0.167937,0.0002,47.864002,-56.977868,10.43,43
453,00460,10.79,0.15,K239D,170.49382,161.77722,205.06956,4.63696,0.1042017,0.21994357,2.7180777,2.717654,1.6e-07,0.066618,3.3e-06,0.089804,1.7e-05,57.218653,-56.099967,10.79,55
454,00461,10.53,0.15,K239D,66.01623,308.65101,156.52152,1.47195,0.1454254,0.17904648,3.1176368,3.11435,8.9e-05,0.155195,9.4e-05,0.023845,5e-06,120.755411,-101.310966,10.53,52
455,00462,9.37,0.15,K239D,109.09948,249.34142,105.20901,3.19085,0.087616,0.20253615,2.8716688,2.873709,2.3e-06,0.050184,8.5e-06,0.036213,1.9e-06,71.70148,-66.290729,9.37,61
456,00463,11.81,0.15,K239D,44.69474,329.56636,36.49069,13.54206,0.2201245,0.26537366,2.3982669,2.397761,9.5e-06,0.180766,0.00071,0.216469,0.0005,33.071306,-42.581123,11.81,33
457,00464,9.8,0.15,K239D,145.83705,257.97099,102.33606,10.16233,0.2045617,0.21012429,2.8021102,2.802922,1.9e-05,0.15853,1.2e-05,0.161603,1.4e-05,58.516752,-65.731382,9.8,45
458,00465,9.9,0.15,K239D,118.52598,284.43983,300.52121,4.64462,0.2047083,0.18093703,3.095882,3.093438,1.6e-05,0.235663,3.3e-05,0.108679,9.8e-05,111.270354,-120.139707,9.9,52
459,00466,8.48,0.15,K239D,250.51983,254.95688,290.24628,19.00016,0.0965614,0.16038545,3.3550017,3.36462,5.2e-06,0.090572,5.3e-06,0.350094,1.8e-06,104.531842,-88.967186,8.48,50
460,00467,10.96,0.15,K239D,149.32182,94.28418,322.10628,6.44719,0.1067037,0.19493084,2.9458843,2.944093,2.4e-05,0.084914,0.00046,0.126248,0.00031,72.777311,-70.688943,10.96,40
461,00468,9.87,0.15,K239D,131.52033,332.28673,21.51955,0.43625,0.1958167,0.17767786,3.133626,3.141867,3.7e-05,0.158338,9.1e-05,0.021406,9.9e-07,138.030232,-106.042388,9.87,59
462,00469,8.71,0.15,K239D,238.72682,214.7103,332.82274,11.4486,0.1609865,0.17338171,3.1851791,3.162914,9.2e-05,0.208861,3.9e-05,0.211508,1e-05,125.049032,-108.437166,8.71,55
463,00470,10.09,0.15,K239D,285.80221,47.669,173.19936,7.23371,0.0957752,0.2644364,2.4039304,2.404785,3.4e-06,0.122883,5.1e-05,0.125576,2.5e-05,37.892171,-42.009986,10.09,53
464,00471,6.32,0.15,K239D,206.28248,315.73534,83.77346,15.01675,0.2290506,0.20059543,2.890161,2.889308,0.00025,0.192982,0.0007,0.235923,0.00017,54.280034,-71.608336,6.32,73
465,00472,8.91,0.15,K239D,284.85004,296.43001,127.05144,15.81015,0.0955244,0.24303928,2.5430315,2.542987,3.7e-06,0.0998,8.5e-05,0.262459,7.3e-05,38.402576,-43.346973,8.91,53
466,00473,11.73,0.15,K239D,97.96919,153.63581,332.073,12.93485,0.1079377,0.2269168,2.6621036,2.662237,1.6e-06,0.144817,1.9e-05,0.230329,1.5e-05,42.882326,-52.55855,11.73,27
467,00474,10.97,0.15,K239D,163.79642,155.9503,161.79588,8.79779,0.2107005,0.25666359,2.4522225,2.453811,4e-05,0.178141,0.0016,0.145664,3.8e-05,40.141262,-46.532493,10.97,49
468,00475,11.61,0.15,K239D,66.75169,305.92439,34.39893,18.95357,0.3794654,0.23603362,2.5931052,2.592308,0.00052,0.281413,0.00045,0.322824,3.6e-05,31.941656,-61.062035,11.61,37
469,00476,8.74,0.15,K239D,150.5881,0.96074,286.18469,10.92389,0.0746464,0.22855607,2.6493594,2.649647,7.2e-05,0.07321,0.00013,0.205613,4.2e-05,44.79821,-49.198649,8.74,65
470,00477,10.29,0.15,K239D,186.74017,322.50563,10.6445,5.28935,0.1877993,0.2625431,2.4154737,2.415428,3e-05,0.153163,5.2e-05,0.089021,8.2e-06,39.862468,-44.437824,10.29,49
471,00478,7.98,0.15,K239D,1.62091,243.44719,233.44499,13.1769,0.0803803,0.18813193,3.0164378,3.016155,8.6e-06,0.098016,9.7e-05,0.245,0.00012,60.899472,-68.638324,7.98,63
472,00479,9.84,0.15,K239D,53.15822,269.29224,136.00019,8.67898,0.2181504,0.21967221,2.7203157,2.720884,2.9e-07,0.180419,0.0002,0.142111,6.2e-05,54.515408,-63.241278,9.84,56
473,00480,8.3,0.15,K239D,323.91327,211.89414,237.10912,21.32214,0.0453785,0.22905448,2.6455147,2.644072,1.1e-06,0.008891,9.7e-06,0.375437,1.8e-05,108.543095,-40.14899,8.3,57
474,00481,8.85,0.15,K239D,346.88721,349.01158,66.6929,9.8474,0.1581811,0.21711139,2.7416645,2.740534,1.9e-07,0.135055,0.00019,0.150247,4.4e-06,54.537994,-59.868903,8.85,59
475,00482,8.96,0.15,K239D,59.26554,87.93778,179.37064,14.47345,0.0964172,0.18983623,2.9983568,2.998668,6.4e-07,0.104432,6.1e-05,0.250954,1.1e-05,57.962182,-67.580192,8.96,51
476,00483,8.48,0.15,K239D,250.77213,163.47322,173.90843,18.75197,0.0508419,0.15538262,3.4266342,3.42731,4.3e-07,0.025828,6.1e-05,0.316458,3e-06,69.959879,-91.401203,8.48,55
477,00484,9.74,0.15,K239D,214.82185,189.56935,127.24368,12.51277,0.0573373,0.22621531,2.6676042,2.667754,2.1e-07,0.036446,1.1e-05,0.201475,2.9e-05,45.836746,-49.23522,9.74,52
478,00485,8.29,0.15,K239D,320.91189,271.81739,193.39088,13.86936,0.1899185,0.2158823,2.7520608,2.753261,0.00055,0.19081,0.0012,0.250704,0.00012,44.023841,-60.747301,8.29,64
479,00486,11.17,0.15,K239D,241.20242,125.24155,94.06783,11.09474,0.1632438,0.27331577,2.3515791,2.351973,1.9e-05,0.193686,0.00055,0.182364,0.00061,33.843555,-42.262204,11.17,48
480,00487,8.47,0.15,K239D,189.50606,281.48055,114.75917,10.25125,0.0862387,0.22583057,2.6706331,2.670056,2.4e-07,0.066158,9.4e-05,0.161955,1e-05,49.655906,-51.51507,8.47,62
481,00488,7.9,0.15,K239D,286.23864,76.8947,82.98154,11.4731,0.1582889,0.17476543,3.1683443,3.155008,3.4e-05,0.190513,0.00019,0.187182,5e-06,122.531888,-104.392412,7.9,67
482,00489,8.68,0.15,K239D,23.99719,8.56975,166.69806,12.99215,0.048288,0.17607065,3.1526668,3.153608,9.3e-07,0.073518,4.6e-06,0.217064,1.7e-06,104.059351,-77.297015,8.68,53
483,00490,8.72,0.15,K239D,125.56909,193.53567,178.0389,9.29389,0.0893533,0.17439404,3.1728409,3.174128,0.00013,0.067505,0.0011,0.157077,0.00075,138.604869,-82.90728,8.72,67
484,00491,9.06,0.15,K239D,28.0018,230.26103,175.32666,18.86936,0.0839019,0.17283113,3.1919401,3.194373,0.00015,0.061251,2e-05,0.320673,3.5e-06,111.209287,-66.217446,9.06,60
485,00492,10.03,0.15,K239D,13.79613,296.93609,46.1902,1.61849,0.1796839,0.17945495,3.1129042,3.111874,6.2e-05,0.15112,4.8e-05,0.022054,3.1e-06,119.35877,-99.961792,10.03,59
486,00493,10.97,0.15,K239D,299.32613,46.88398,357.33794,15.18002,0.1771347,0.17933694,3.1142696,3.12086,7.9e-06,0.14468,9.1e-06,0.266646,6.3e-06,75.983969,-79.073555,10.97,33
487,00494,9.34,0.15,K239D,283.10217,215.20559,38.07223,7.07876,0.064272,0.19105372,2.9856053,2.986093,5.5e-05,0.083888,0.00028,0.113531,0.00019,79.030969,-74.466631,9.34,68
488,00495,11.21,0.15,K239D,297.64368,207.97228,186.39981,2.27923,0.1293633,0.2513533,2.4866404,2.486841,3.2e-05,0.117218,0.00026,0.042982,0.00042,52.233311,-46.791704,11.21,44
489,00496,11.8,0.15,K239D,333.32917,258.42865,207.55922,3.7938,0.0787005,0.30225592,2.198971,2.198896,5.9e-07,0.124063,0.003,0.069721,0.0031,32.536557,-34.822704,11.8,44
490,00497,9.9,0.15,K239D,54.85265,3.37692,6.30194,4.82146,0.3013414,0.20489808,2.8495577,2.850575,3.1e-05,0.257173,0.00028,0.080841,2.5e-05,81.303433,-93.367425,9.9,56
491,00498,8.9,0.15,K239D,51.31232,241.89961,97.15876,9.49819,0.2238483,0.22822445,2.6519252,2.649913,4e-05,0.19276,0.0024,0.14693,0.00035,50.532894,-59.275998,8.9,63
492,00500,9.51,0.15,K239D,289.1434,75.14718,289.79959,9.7805,0.1441387,0.23337064,2.6127944,2.612891,7.3e-07,0.103447,1.8e-05,0.189346,8.3e-06,45.212295,-49.279589,9.51,56
493,00501,9.52,0.15,K239D,294.84904,356.55462,357.22445,20.83906,0.1417167,0.1753149,3.1617207,3.154924,8.9e-06,0.155068,4.5e-06,0.348881,2.7e-06,64.614784,-71.620875,9.52,54
494,00502,10.77,0.15,K239D,248.68035,18.94554,132.92227,25.01526,0.1786574,0.26779361,2.3837969,2.383081,1.4e-06,0.216909,0.00078,0.399918,0.0012,16.620013,-37.022172,10.77,41
495,00503,9.35,0.15,K239D,309.27843,41.30112,68.80034,5.0109,0.1739032,0.21889666,2.7267373,2.724141,2.8e-06,0.18867,1.8e-05,0.071494,4.1e-05,59.38417,-66.639556,9.35,62
496,00504,10.18,0.15,K239D,312.859,248.52259,104.44618,12.89778,0.2154178,0.21948058,2.7218989,2.72147,7.5e-06,0.173916,2.9e-06,0.209573,2.1e-06,47.751319,-59.377833,10.18,52
497,00505,8.79,0.15,K239D,82.19071,337.03402,90.76932,9.82132,0.2426487,0.22380548,2.6867189,2.685672,0.00012,0.193664,0.0091,0.143579,0.00011,52.607919,-58.68671,8.79,59
498,00506,9.03,0.15,K239D,302.78679,145.04777,312.86419,16.97759,0.1459674,0.18549937,3.0449097,3.043372,9.4e-06,0.154537,0.0055,0.299025,0.00025,52.645502,-66.806031,9.03,51
499,00507,9.25,0.15,K239D,286.90306,100.67511,293.40326,9.50067,0.1018789,0.17619665,3.1511636,3.153961,2.4e-06,0.07075,4.4e-06,0.186369,1.4e-06,112.620646,-79.943586,9.25,60
500,00508,8.41,0.15,K239D,101.05304,215.02036,44.1846,13.33867,0.0075232,0.1752103,3.1629789,3.161553,1.7e-06,0.04005,1.1e-06,0.218899,1e-05,108.505473,-74.966984,8.41,57
501,00509,8.46,0.15,K239D,8.83961,156.98859,217.50132,15.41804,0.097794,0.18358123,3.0660827,3.064616,9.1e-07,0.066019,1.3e-05,0.274353,5e-07,59.840463,-66.517507,8.46,66
502,00510,9.79,0.15,K239D,157.72158,90.83327,202.66777,9.54368,0.191696,0.23391281,2.6087555,2.60924,1.2e-06,0.171321,4e-05,0.178322,4.1e-05,46.463991,-53.919456,9.79,53
503,00511,6.41,0.15,K239D,254.67381,337.10143,107.58203,15.94369,0.188972,0.17535139,3.161282,3.174593,0.0011,0.18348,0.00086,0.244591,0.00014,126.972898,-96.212793,6.41,87
504,00512,10.8,0.15,K239D,340.19083,249.37802,107.008,8.74745,0.2540954,0.3042707,2.189253,2.180135,0.0032,0.1486,0.0036,0.143709,0.0028,30.327082,-32.791117,10.8,43
505,00513,9.53,0.15,K239D,277.15262,225.90527,184.42757,9.73524,0.0853313,0.18857132,3.0117503,3.014418,2.2e-06,0.059716,0.00017,0.168738,5.3e-05,74.737907,-71.655835,9.53,51
506,00514,9.26,0.15,K239D,169.71925,111.82441,268.51245,3.88001,0.0372528,0.18523638,3.0477911,3.046603,3.3e-07,0.012304,2.2e-07,0.088095,2.7e-07,90.479826,-76.320211,9.26,72
507,00515,11.0,0.15,K239D,211.84843,300.30201,121.08211,2.03869,0.1768791,0.17884801,3.1199429,3.120975,1.4e-06,0.15496,3.3e-05,0.018289,2.9e-06,124.31694,-102.221535,11.0,47
508,00516,8.41,0.15,K239D,249.96245,258.09127,328.72185,12.95404,0.2752035,0.22501108,2.6771134,2.681071,0.00038,0.282273,0.00016,0.259317,0.0002,41.263274,-66.82673,8.41,59
509,00517,9.71,0.15,K239D,137.39008,143.73466,273.78297,3.22725,0.1797256,0.17577859,3.156158,3.144869,1.2e-06,0.169719,3.3e-06,0.076614,1.2e-06,136.927605,-107.888056,9.71,60
510,00518,11.16,0.15,K239D,297.16808,117.485,203.89588,6.72748,0.2276557,0.24446188,2.5331561,2.534558,2.8e-05,0.184153,0.00077,0.130241,0.0015,54.798328,-53.033503,11.16,46
511,00519,9.17,0.15,K239D,292.82805,302.92187,44.68333,11.01259,0.1830463,0.21137272,2.7910659,2.790123,2.1e-06,0.141623,9.7e-05,0.180658,1.8e-05,54.469001,-62.233671,9.17,53
512,00520,10.7,0.15,K239D,349.57296,19.97228,34.25221,10.96287,0.1105471,0.1889068,3.0081835,3.006488,1.1e-06,0.087006,9.2e-05,0.180191,4.9e-05,72.121576,-72.260046,10.7,41
513,00521,8.67,0.15,K239D,153.04528,316.14548,89.58819,10.58227,0.2785346,0.21680458,2.7442504,2.741779,5.6e-06,0.247265,9.2e-05,0.161952,3.2e-05,54.861652,-72.979787,8.67,63
514,00522,9.08,0.15,K239D,208.69142,249.10741,116.55005,4.4188,0.0865794,0.14260131,3.6284436,3.62982,0.00012,0.037619,0.00017,0.057065,0.0003,194.490615,-174.020637,9.08,66
515,00523,10.06,0.15,K239D,172.55311,189.8796,260.58898,4.31417,0.1795797,0.19297558,2.9657496,2.967055,1.6e-05,0.177433,5e-05,0.091974,6.5e-05,84.802122,-86.791366,10.06,54
516,00524,9.9,0.15,K239D,75.42804,79.21816,326.65737,8.22287,0.1269463,0.23041064,2.6351238,2.635455,4.1e-07,0.106913,0.00016,0.156031,0.00011,48.766544,-51.70383,9.9,52
517,00525,12.19,0.15,K239D,353.51327,264.09133,203.36036,5.99877,0.1017174,0.29300596,2.2450107,2.245189,5.7e-06,0.147947,0.00044,0.117371,0.00049,32.928831,-36.924889,12.19,37
518,00526,10.18,0.15,K239D,278.59825,357.49671,137.63161,2.17162,0.1265082,0.17747268,3.1360409,3.123196,2.1e-05,0.155662,2.7e-05,0.024978,2e-05,125.356774,-102.589446,10.18,60
519,00527,10.48,0.15,K239D,94.39421,203.77802,120.41998,9.65906,0.1518512,0.21910122,2.7250398,2.725313,1.7e-06,0.124238,9.1e-05,0.147347,1.5e-05,53.885987,-58.238904,10.48,47
520,00528,9.29,0.15,K239D,172.39557,352.2382,49.50735,12.70541,0.0220445,0.15734055,3.3981478,3.396192,1.6e-06,0.031615,1.4e-05,0.206467,1.7e-06,147.211485,-113.258263,9.29,54
